ID1,ID2,Cost
33916,20085,79797.54323012668
33917,20085,69711.31737097277
33918,20085,17480.645042852797
33919,20090,108545.53692638128
33925,28184,3876.7648868797705
33915,30894,115900.45253395301
33916,30894,112908.98394874099
33917,30894,102822.7580895871
33918,30894,51017.252977949036
33919,30894,86079.8230890419
33915,31153,34992.11847973638
33916,28199,62307.50835073714
33917,31153,37128.05361808167
33918,31153,96250.0058978275
33915,31193,95550.90766693221
33916,31193,92559.4390817202
33917,31193,82473.21322256631
33918,31193,33426.76329509926
33919,31193,87353.95118515205
33918,23652,63754.457180539466
33919,23692,106606.49483825533
33918,23698,71459.67978186611
33919,31290,114683.89728654137
33915,27677,29663.69544080746
33916,27677,44630.075875447386
33917,27677,27733.07257311041
33918,27677,75789.71719127036
33919,31379,81292.95000107794
33920,31379,103991.72659968057
33915,22387,35427.59486914158
33916,22387,47915.416314602335
33917,22387,31018.41301226537
33918,22387,79075.05763042532
33915,22510,62265.56673527384
33916,22510,74753.38818073459
33917,22510,57856.38487839763
33918,22510,95962.89010527887
33919,28439,92526.30617067187
33920,28439,99102.3858709522
33919,31695,113517.95262175029
33919,31760,105167.27132333037
33920,31760,108015.42896225283
33919,22848,109834.14489420102
33920,22848,126811.14526673053
33920,27284,68651.90380842287
33921,27284,112303.29173023065
33920,22833,96403.07259343444
33915,22493,49975.08819887331
33916,22493,62462.90964433406
33917,22493,45565.90634199709
33918,32429,91702.4804888518
33915,32466,22849.42682755131
33916,32466,38122.52120156902
33917,32466,21225.517899232047
33918,32466,76086.97855241803
33925,32516,102143.6499401167
33925,32543,78943.69366526308
33925,32575,74135.10879098655
33915,32682,130082.02698234865
33917,32682,117004.33253798276
33918,32682,69283.54117563636
33918,32733,124106.62153314373
33925,21672,104734.04911810998
33925,32888,43148.82220567481
33915,32963,43577.31901771068
33916,32963,49336.25599826197
33917,32963,44592.869870559356
33918,32963,103615.47596495243
33924,23402,78755.30322173156
33915,23398,60868.00873314567
33916,33052,43561.16719774715
33917,33052,56189.16901018132
33918,33052,115211.7751045744
33924,24559,52565.94176776254
33915,33139,75543.70672265031
33916,33139,64440.76202947692
33917,33139,76559.25757549898
33924,33153,44101.79973050256
33915,22449,58751.05069295834
33916,22449,71238.87213841907
33917,22449,54341.86883608211
33918,33225,127556.5847847388
33915,26230,49427.24869224019
33916,26230,61915.07013770094
33917,26230,45018.06683536396
33918,26230,114143.01431934148
33915,33725,116988.91655307244
33918,33725,167768.24368413602
33918,21038,194676.17415065155
33918,28313,184233.3960793748
