,cluster_ID,PS,Electrification
1151,1152,Alto Molocue HV,national grid extension
1152,1153,Alto Molocue HV,national grid extension
1153,1154,Alto Molocue HV,national grid extension
1154,1155,Gurue,national grid extension
1155,1156,Gurue,national grid extension
1156,1157,Alto Molocue HV,national grid extension
1157,1158,Gurue,national grid extension
1158,1159,Gurue,national grid extension
1159,1160,Alto Molocue HV,national grid extension
1160,1161,Alto Molocue HV,national grid extension
1161,1162,Alto Molocue HV,national grid extension
1162,1163,Alto Molocue HV,national grid extension
1163,1164,Gurue,national grid extension
1164,1165,Gurue,national grid extension
1165,1166,Gurue,national grid extension
1166,1167,Gurue,national grid extension
1167,1168,Alto Molocue HV,national grid extension
1168,1169,Gurue,national grid extension
1169,1170,Gurue,national grid extension
1170,1171,Gurue,national grid extension
1171,1172,Gurue,national grid extension
1172,1173,Gurue,national grid extension
1173,1174,Gurue,national grid extension
1174,1175,Gurue,national grid extension
1175,1176,Gurue,national grid extension
1176,1177,Gurue,national grid extension
1177,1178,Alto Molocue HV,national grid extension
1178,1179,Gurue,national grid extension
1179,1180,Alto Molocue HV,national grid extension
1180,1181,Gurue,national grid extension
1181,1182,Gurue,national grid extension
1182,1183,Alto Molocue HV,national grid extension
1183,1184,Alto Molocue HV,national grid extension
1184,1185,Alto Molocue HV,national grid extension
1185,1186,Alto Molocue HV,national grid extension
1186,1187,Gurue,national grid extension
1187,1188,Gurue,national grid extension
1188,1189,Gurue,national grid extension
1189,1190,Gurue,national grid extension
1190,1191,Alto Molocue HV,national grid extension
1191,1192,Alto Molocue HV,national grid extension
1192,1193,Alto Molocue HV,national grid extension
1193,1194,Alto Molocue HV,national grid extension
1194,1195,Gurue,national grid extension
1195,1196,Gurue,national grid extension
1196,1197,Gurue,national grid extension
1197,1198,Gurue,national grid extension
1198,1199,Gurue,national grid extension
1199,1200,Gurue,national grid extension
1200,1201,Gurue,national grid extension
1201,1202,Gurue,national grid extension
1202,1203,Gurue,national grid extension
1203,1204,Gurue,national grid extension
1204,1205,Gurue,national grid extension
1205,1206,Gurue,national grid extension
1206,1207,Gurue,national grid extension
1207,1208,Gurue,national grid extension
1208,1209,Gurue,national grid extension
1209,1210,Gurue,national grid extension
1210,1211,Gurue,national grid extension
1211,1212,Gurue,national grid extension
1212,1213,Gurue,national grid extension
1213,1214,Gurue,national grid extension
1214,1215,Gurue,national grid extension
1215,1216,Gurue,national grid extension
1216,1217,Gurue,national grid extension
1217,1218,Gurue,national grid extension
1218,1219,Gurue,national grid extension
1219,1220,Gurue,national grid extension
1220,1221,Gurue,national grid extension
1221,1222,Gurue,national grid extension
1222,1223,Gurue,national grid extension
1223,1224,Alto Molocue HV,national grid extension
1224,1225,Gurue,national grid extension
1225,1226,Gurue,national grid extension
1226,1227,Gurue,national grid extension
1227,1228,Gurue,national grid extension
1228,1229,Gurue,national grid extension
1229,1230,Gurue,national grid extension
1230,1231,Alto Molocue HV,national grid extension
1231,1232,Gurue,national grid extension
1232,1233,Gurue,national grid extension
1233,1234,Gurue,national grid extension
1234,1235,Gurue,national grid extension
1235,1236,Alto Molocue HV,national grid extension
1236,1237,Alto Molocue HV,national grid extension
1237,1238,Gurue,national grid extension
1238,1239,Alto Molocue HV,national grid extension
1239,1240,Alto Molocue HV,national grid extension
1240,1241,Alto Molocue HV,national grid extension
1241,1242,Alto Molocue HV,national grid extension
1242,1243,Gurue,national grid extension
1243,1244,Gurue,national grid extension
1244,1245,Alto Molocue HV,national grid extension
1245,1246,Alto Molocue HV,national grid extension
1246,1247,Gurue,national grid extension
1247,1248,Gurue,national grid extension
1248,1249,Gurue,national grid extension
1249,1250,Uape,national grid extension
1250,1251,Uape,national grid extension
1251,1252,Uape,national grid extension
1252,1253,None(too far),off-grid system
1253,1254,Uape,national grid extension
1254,1255,Gurue,national grid extension
1255,1256,None(too far),off-grid system
1256,1257,Uape,national grid extension
1257,1258,None(too far),off-grid system
1258,1259,Gurue,national grid extension
1259,1260,Gurue,national grid extension
1260,1261,Uape,national grid extension
1261,1262,Uape,national grid extension
1262,1263,Gurue,national grid extension
1263,1264,Uape,national grid extension
1264,1265,Gurue,national grid extension
1265,1266,None(too far),off-grid system
1266,1267,None(too far),off-grid system
1267,1268,Uape,national grid extension
1268,1269,None(too far),off-grid system
1269,1270,Gurue,national grid extension
1270,1271,None(too far),off-grid system
1271,1272,Gurue,national grid extension
1272,1273,Gurue,national grid extension
1273,1274,Gurue,national grid extension
1274,1275,None(too far),off-grid system
1275,1276,Uape,national grid extension
1276,1277,Alto Molocue HV,national grid extension
1277,1278,Alto Molocue HV,national grid extension
1278,1279,None(too far),off-grid system
1279,1280,None(too far),off-grid system
1280,1281,Uape,national grid extension
1281,1282,None(too far),off-grid system
1282,1283,Mocuba_HV,national grid extension
1283,1284,None(too far),off-grid system
1284,1285,None(too far),off-grid system
1285,1286,Uape,national grid extension
1286,1287,Uape,national grid extension
1287,1288,None(too far),off-grid system
1288,1289,Uape,national grid extension
1289,1290,None(too far),off-grid system
1290,1291,None(too far),off-grid system
1291,1292,None(too far),off-grid system
